Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Research & Development,Department_Sales,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MonthlyIncome_log
29,No,Travel_Rarely,1082,9,4,Medical,1,1709,4,0,43,3,1,3,Married,2974.0,25412,9,Y,0,17,3,3,80,1,9,2,3,5,3,1,2,True,False,False,True,False,False,False,False,False,False,7.99799931797973
36,No,Travel_Rarely,530,2,4,Life Sciences,1,1710,3,0,51,3,2,4,Single,4502.0,7439,3,Y,0,15,3,3,80,0,17,2,2,13,7,6,7,False,True,False,False,False,False,False,False,False,True,8.412499120301572
45,No,Non-Travel,1238,1,1,Life Sciences,1,1712,3,1,74,2,3,3,Married,10748.0,3395,3,Y,0,23,4,4,80,1,25,3,2,23,15,14,4,True,False,False,False,False,False,False,False,False,False,9.282568005973063
24,Yes,Travel_Rarely,240,22,1,Human Resources,1,1714,4,1,58,1,1,3,Married,1555.0,11585,1,Y,0,11,3,3,80,1,1,2,3,1,0,0,0,False,False,True,False,False,False,False,False,False,False,7.349873704738337
47,Yes,Travel_Frequently,1093,9,3,Life Sciences,1,1716,3,1,82,1,4,3,Married,12936.0,24164,7,Y,0,11,3,3,80,0,25,3,1,23,5,14,10,False,True,False,False,False,False,False,False,True,False,9.467846701917901
26,No,Travel_Rarely,390,17,4,Medical,1,1718,4,1,62,1,1,3,Married,2305.0,6217,1,Y,0,15,3,3,80,3,3,3,4,3,2,0,2,True,False,False,True,False,False,False,False,False,False,7.743269700829004
45,No,Travel_Rarely,1005,28,2,Technical Degree,1,1719,4,0,48,2,4,2,Single,16704.0,17119,1,Y,0,11,3,3,80,0,21,2,3,21,6,8,6,True,False,False,False,False,False,True,False,False,False,9.723463354790857
32,No,Travel_Frequently,585,10,3,Life Sciences,1,1720,1,1,56,3,1,3,Married,3433.0,17360,6,Y,0,13,3,1,80,1,10,3,2,5,2,1,3,True,False,False,False,False,False,False,True,False,False,8.141481041457421
31,No,Travel_Rarely,741,2,4,Life Sciences,1,1721,2,1,69,3,1,3,Married,3477.0,18103,1,Y,0,14,3,4,80,1,6,2,4,5,2,0,3,True,False,False,True,False,False,False,False,False,False,8.154212694914229
41,No,Non-Travel,552,4,3,Human Resources,1,1722,3,1,60,1,2,2,Married,6430.0,20794,6,Y,0,19,3,2,80,1,10,4,3,3,2,1,2,False,False,True,False,False,False,False,False,False,False,8.768885326134862
40,No,Travel_Rarely,369,8,2,Life Sciences,1,1724,2,0,92,3,2,1,Married,6516.0,5041,2,Y,1,16,3,2,80,1,18,3,3,1,0,0,0,True,False,False,False,False,True,False,False,False,False,8.78216942633238
24,No,Travel_Rarely,506,29,1,Medical,1,1725,2,1,91,3,1,1,Divorced,3907.0,3622,1,Y,0,13,3,2,80,3,6,2,4,6,2,1,2,True,False,False,True,False,False,False,False,False,False,8.270781013162674
46,No,Travel_Rarely,717,13,4,Life Sciences,1,1727,3,1,34,3,2,2,Single,5562.0,9697,6,Y,0,14,3,4,80,0,19,3,3,10,7,0,9,True,False,False,False,False,False,False,False,False,False,8.623892810075294
35,No,Travel_Rarely,1370,27,4,Life Sciences,1,1728,4,1,49,3,2,3,Married,6883.0,5151,2,Y,0,16,3,2,80,1,17,3,3,7,7,0,7,True,False,False,False,False,True,False,False,False,False,8.83695515733143
30,No,Travel_Rarely,793,16,1,Life Sciences,1,1729,2,1,33,3,1,4,Married,2862.0,3811,1,Y,0,12,3,2,80,1,10,2,2,10,0,0,8,True,False,False,False,False,False,False,True,False,False,7.959625305098115
47,No,Non-Travel,543,2,4,Marketing,1,1731,3,1,87,3,2,2,Married,4978.0,3536,7,Y,0,11,3,4,80,1,4,3,1,1,0,0,0,False,True,False,False,False,False,False,False,True,False,8.512984346642183
46,No,Travel_Rarely,1277,2,3,Life Sciences,1,1732,3,1,74,3,3,4,Divorced,10368.0,5596,4,Y,1,12,3,2,80,1,13,5,2,10,6,0,3,False,True,False,False,False,False,False,False,True,False,9.246575864558277
36,Yes,Travel_Rarely,1456,13,5,Marketing,1,1733,2,1,96,2,2,1,Divorced,6134.0,8658,5,Y,1,13,3,2,80,3,16,3,3,2,2,2,2,False,True,False,False,False,False,False,False,True,False,8.721765357145012
32,Yes,Travel_Rarely,964,1,2,Life Sciences,1,1734,1,1,34,1,2,2,Single,6735.0,12147,6,Y,0,15,3,2,80,0,10,2,3,0,0,0,0,False,True,False,False,False,False,False,False,True,False,8.815221555922163
23,No,Travel_Rarely,160,4,1,Medical,1,1735,3,0,51,3,1,2,Single,3295.0,12862,1,Y,0,13,3,3,80,0,3,3,1,3,2,1,2,True,False,False,True,False,False,False,False,False,False,8.100464891029363
31,No,Travel_Frequently,163,24,1,Technical Degree,1,1736,4,0,30,3,2,4,Single,5238.0,6670,2,Y,0,20,4,4,80,0,9,3,2,5,4,1,4,True,False,False,False,False,True,False,False,False,False,8.56388591940822
39,No,Non-Travel,792,1,3,Life Sciences,1,1737,4,1,77,3,2,4,Married,6472.0,8989,1,Y,1,15,3,4,80,1,9,2,3,9,8,5,8,True,False,False,True,False,False,False,False,False,False,8.77539495854551
32,No,Travel_Rarely,371,19,3,Life Sciences,1,1739,4,1,80,1,3,3,Married,9610.0,3840,3,Y,0,13,3,3,80,1,10,2,1,4,3,0,2,False,True,False,False,False,False,False,False,True,False,9.170663554823284
40,No,Travel_Rarely,611,7,4,Medical,1,1740,2,1,88,3,5,2,Single,19626.31,4349,1,Y,0,14,3,2,80,0,21,3,2,21,8,12,8,False,True,False,False,True,False,False,False,False,False,9.884677242730053
45,No,Travel_Rarely,176,4,3,Life Sciences,1,1744,3,0,56,1,3,3,Married,9756.0,6595,4,Y,0,21,4,3,80,2,9,2,4,5,0,0,3,False,False,True,False,False,False,False,False,False,False,9.18574025510795
30,No,Travel_Frequently,1312,2,4,Technical Degree,1,1745,4,0,78,2,1,1,Single,4968.0,26427,0,Y,0,16,3,4,80,0,10,2,3,9,7,0,7,True,False,False,False,False,False,False,True,False,False,8.51097389160232
24,No,Travel_Frequently,897,10,3,Medical,1,1746,1,1,59,3,1,4,Married,2145.0,2097,0,Y,0,14,3,4,80,1,3,2,3,2,2,2,1,False,False,True,False,False,False,False,False,False,False,7.671360923190644
30,Yes,Travel_Frequently,600,8,3,Human Resources,1,1747,3,0,66,2,1,4,Divorced,2180.0,9732,6,Y,0,11,3,3,80,1,6,0,2,4,2,1,2,False,False,True,False,False,False,False,False,False,False,7.687538766201629
31,No,Travel_Rarely,1003,5,3,Technical Degree,1,1749,1,1,51,3,2,3,Married,8346.0,20943,1,Y,0,19,3,3,80,1,6,3,3,5,2,0,2,False,True,False,False,False,False,False,False,True,False,9.029657471850737
27,No,Travel_Rarely,1054,8,3,Medical,1,1751,3,0,67,3,1,4,Single,3445.0,6152,1,Y,0,11,3,3,80,0,6,5,2,6,2,1,4,True,False,False,False,False,False,False,True,False,False,8.144969417087875
29,Yes,Travel_Rarely,428,9,3,Marketing,1,1752,2,0,52,1,1,2,Single,2760.0,14630,1,Y,0,13,3,3,80,0,2,3,3,2,2,2,2,False,True,False,False,False,False,False,False,False,True,7.923348211930154
29,No,Travel_Frequently,461,1,3,Life Sciences,1,1753,4,1,70,4,2,3,Single,6294.0,23060,8,Y,1,12,3,4,80,0,10,5,4,3,2,0,2,True,False,False,False,False,False,False,False,False,False,8.747510946478448
30,No,Travel_Rarely,979,15,2,Marketing,1,1754,3,1,94,2,3,1,Divorced,7140.0,3088,2,Y,0,11,3,1,80,1,12,2,3,7,7,1,7,False,True,False,False,False,False,False,False,True,False,8.87360810154911
34,No,Travel_Rarely,181,2,4,Medical,1,1755,4,1,97,4,1,4,Married,2932.0,5586,0,Y,1,14,3,1,80,3,6,3,3,5,0,1,2,True,False,False,False,False,False,False,True,False,False,7.983781068977451
33,No,Non-Travel,1283,2,3,Marketing,1,1756,4,0,62,3,2,2,Single,5147.0,10697,8,Y,0,15,3,4,80,0,13,2,2,11,7,1,7,False,True,False,False,False,False,False,False,True,False,8.546363568716018
49,No,Travel_Rarely,1313,11,4,Marketing,1,1757,4,0,80,3,2,4,Single,4507.0,8191,3,Y,0,12,3,3,80,0,8,1,4,5,1,0,4,False,True,False,False,False,False,False,False,True,False,8.413608875159667
33,Yes,Travel_Rarely,211,16,3,Life Sciences,1,1758,1,0,74,3,3,1,Single,8564.0,10092,2,Y,1,20,4,3,80,0,11,2,2,0,0,0,0,False,True,False,False,False,False,False,False,True,False,9.05543941075822
38,No,Travel_Frequently,594,2,2,Medical,1,1760,3,0,75,2,1,2,Married,2468.0,15963,4,Y,0,14,3,2,80,1,9,4,2,6,1,0,5,True,False,False,True,False,False,False,False,False,False,7.81156848934518
31,Yes,Travel_Rarely,1079,16,4,Marketing,1,1761,1,1,70,3,3,3,Married,8161.0,19002,2,Y,0,13,3,1,80,3,10,2,3,1,0,0,0,False,True,False,False,False,False,False,False,True,False,9.00724451596575
29,No,Travel_Rarely,590,4,3,Technical Degree,1,1762,4,0,91,2,1,1,Divorced,2109.0,10007,1,Y,0,13,3,3,80,1,1,2,3,1,0,0,0,True,False,False,False,False,False,False,True,False,False,7.6544432264701125
30,No,Travel_Rarely,305,16,3,Life Sciences,1,1763,3,1,58,4,2,3,Married,5294.0,9128,3,Y,0,16,3,3,80,1,10,3,3,7,0,1,7,True,False,False,False,False,False,False,False,False,False,8.574518258035507
32,No,Non-Travel,953,5,4,Technical Degree,1,1764,2,1,65,3,1,2,Single,2718.0,17674,2,Y,0,14,3,2,80,0,12,3,3,7,7,0,7,True,False,False,False,False,False,False,True,False,False,7.908019444632471
38,No,Travel_Rarely,833,18,3,Medical,1,1766,2,1,60,1,2,4,Married,5811.0,24539,3,Y,1,16,3,3,80,1,15,2,3,1,0,1,0,True,False,False,False,False,False,False,False,False,False,8.667680024690174
43,Yes,Travel_Frequently,807,17,3,Technical Degree,1,1767,3,1,38,2,1,3,Married,2437.0,15587,9,Y,1,16,3,4,80,1,6,4,3,1,0,0,0,True,False,False,False,False,False,False,True,False,False,7.798933310041217
42,No,Travel_Rarely,855,12,3,Medical,1,1768,2,1,57,3,1,2,Divorced,2766.0,8952,8,Y,0,22,4,2,80,3,7,6,2,5,3,0,4,True,False,False,True,False,False,False,False,False,False,7.925518979786926
55,No,Travel_Rarely,478,2,3,Medical,1,1770,3,1,60,2,5,1,Married,19038.0,19805,8,Y,0,12,3,2,80,3,34,2,3,1,0,0,0,True,False,False,False,False,False,True,False,False,False,9.854244785957677
33,No,Non-Travel,775,4,3,Technical Degree,1,1771,4,1,90,3,2,2,Divorced,3055.0,6194,5,Y,0,15,3,4,80,2,11,2,2,9,8,1,7,True,False,False,False,False,False,False,True,False,False,8.024862150286411
41,No,Travel_Rarely,548,9,4,Life Sciences,1,1772,3,1,94,3,1,1,Divorced,2289.0,20520,1,Y,0,20,4,2,80,2,5,2,3,5,3,0,4,True,False,False,True,False,False,False,False,False,False,7.736307096548285
34,No,Non-Travel,1375,10,3,Life Sciences,1,1774,4,1,87,3,2,3,Divorced,4001.0,12313,1,Y,1,14,3,3,80,1,15,3,3,15,14,0,7,False,True,False,False,False,False,False,False,True,False,8.294549515143679
53,No,Non-Travel,661,1,4,Medical,1,1775,1,0,60,2,4,3,Married,12965.0,22308,4,Y,1,20,4,4,80,3,27,2,2,3,2,0,2,True,False,False,False,False,True,False,False,False,False,9.470085825734941
43,No,Travel_Rarely,244,2,3,Life Sciences,1,1778,2,1,97,3,1,4,Single,3539.0,5033,0,Y,0,13,3,2,80,0,10,5,3,9,7,1,8,False,False,True,False,False,False,False,False,False,False,8.17188200612782
34,No,Travel_Rarely,511,3,2,Life Sciences,1,1779,4,0,32,1,2,4,Single,6029.0,25353,5,Y,0,12,3,1,80,0,6,3,3,2,2,2,2,False,True,False,False,False,False,False,False,True,False,8.704502289721232
21,Yes,Travel_Rarely,337,7,1,Marketing,1,1780,2,1,31,3,1,2,Single,2679.0,4567,1,Y,0,13,3,2,80,0,1,3,3,1,0,1,0,False,True,False,False,False,False,False,False,False,True,7.893572073504902
38,No,Travel_Rarely,1153,6,2,Other,1,1782,4,0,40,2,1,3,Married,3702.0,16376,1,Y,0,11,3,2,80,1,5,3,3,5,4,0,4,True,False,False,True,False,False,False,False,False,False,8.216898580913613
22,Yes,Travel_Rarely,1294,8,1,Medical,1,1783,3,0,79,3,1,1,Married,2398.0,15999,1,Y,1,17,3,3,80,0,1,6,3,1,0,0,0,True,False,False,True,False,False,False,False,False,False,7.782807262839695
31,No,Travel_Rarely,196,29,4,Marketing,1,1784,1,0,91,2,2,4,Married,5468.0,13402,1,Y,0,14,3,1,80,2,13,3,3,12,7,5,7,False,True,False,False,False,False,False,False,True,False,8.606851063346772
51,No,Travel_Rarely,942,3,3,Technical Degree,1,1786,1,0,53,3,3,3,Married,13116.0,22984,2,Y,0,11,3,4,80,0,15,2,3,2,2,2,2,True,False,False,False,True,False,False,False,False,False,9.481664377815145
37,No,Travel_Rarely,589,9,2,Marketing,1,1787,2,1,46,2,2,2,Married,4189.0,8800,1,Y,0,14,3,1,80,2,5,2,3,5,2,0,3,False,True,False,False,False,False,False,False,True,False,8.340456012916183
46,No,Travel_Rarely,734,2,4,Medical,1,1789,3,1,46,3,5,4,Divorced,19328.0,14218,7,Y,1,17,3,3,80,1,24,3,3,2,1,2,2,True,False,False,False,False,False,True,False,False,False,9.869361837806752
36,No,Travel_Rarely,1383,10,3,Life Sciences,1,1790,4,1,90,3,3,1,Married,8321.0,25949,7,Y,1,13,3,4,80,1,15,1,3,12,8,5,7,True,False,False,False,False,False,False,False,False,False,9.026657889542886
44,Yes,Travel_Frequently,429,1,2,Medical,1,1792,3,1,99,3,1,2,Divorced,2342.0,11092,1,Y,1,12,3,3,80,3,6,2,2,5,3,2,3,True,False,False,False,False,False,False,True,False,False,7.759187438507795
37,No,Travel_Rarely,1239,8,2,Other,1,1794,3,1,89,3,2,2,Divorced,4071.0,12832,2,Y,0,13,3,3,80,0,19,4,2,10,0,4,7,False,False,True,False,False,False,False,False,False,False,8.311889558230359
35,Yes,Travel_Rarely,303,27,3,Life Sciences,1,1797,3,1,84,3,2,4,Single,5813.0,13492,1,Y,1,18,3,4,80,0,10,2,3,10,7,7,7,False,True,False,False,False,False,False,False,True,False,8.668024081118821
33,No,Travel_Rarely,867,8,4,Life Sciences,1,1798,4,1,90,4,1,1,Married,3143.0,6076,6,Y,0,19,3,2,80,1,14,1,3,10,8,7,6,True,False,False,False,False,False,False,True,False,False,8.053251153549096
28,No,Travel_Rarely,1181,1,3,Life Sciences,1,1799,3,1,82,3,1,4,Married,2044.0,5531,1,Y,0,11,3,3,80,1,5,6,4,5,3,0,3,True,False,False,False,False,False,False,True,False,False,7.623153068476902
39,No,Travel_Rarely,1253,10,1,Medical,1,1800,3,1,65,3,3,3,Single,13464.0,7914,7,Y,0,21,4,3,80,0,9,3,3,4,3,2,2,True,False,False,False,False,False,True,False,False,False,9.5078490052457
46,No,Non-Travel,849,26,2,Life Sciences,1,1801,2,1,98,2,2,2,Single,7991.0,25166,8,Y,0,15,3,3,80,0,6,3,3,2,2,2,2,False,True,False,False,False,False,False,False,True,False,8.98619632032839
40,No,Travel_Rarely,616,2,2,Life Sciences,1,1802,3,0,99,3,1,1,Married,3377.0,25605,4,Y,0,17,3,4,80,1,7,5,2,4,3,0,2,True,False,False,True,False,False,False,False,False,False,8.125039097367745
42,No,Travel_Rarely,1128,13,3,Medical,1,1803,2,1,95,4,2,1,Married,5538.0,5696,5,Y,0,18,3,3,80,2,10,2,2,0,0,0,0,True,False,False,False,False,False,False,False,False,False,8.619569258033104
35,No,Non-Travel,1180,2,2,Medical,1,1804,2,1,90,3,2,4,Divorced,5762.0,24442,2,Y,0,14,3,3,80,1,15,6,3,7,7,1,7,True,False,False,False,False,True,False,False,False,False,8.659213451436667
38,No,Non-Travel,1336,2,3,Human Resources,1,1805,1,1,100,3,1,2,Divorced,2592.0,7129,5,Y,0,13,3,4,80,3,13,3,3,11,10,3,8,False,False,True,False,False,False,False,False,False,False,7.860570785538664
34,Yes,Travel_Frequently,234,9,4,Life Sciences,1,1807,4,1,93,3,2,1,Married,5346.0,6208,4,Y,0,17,3,3,80,1,11,3,2,7,1,0,7,True,False,False,True,False,False,False,False,False,False,8.584290934948731
37,Yes,Travel_Rarely,370,10,4,Medical,1,1809,4,1,58,3,2,1,Single,4213.0,4992,1,Y,0,15,3,2,80,0,10,4,1,10,3,0,8,True,False,False,False,False,True,False,False,False,False,8.346167594364134
39,No,Travel_Frequently,766,20,3,Life Sciences,1,1812,3,1,83,3,2,4,Divorced,4127.0,19188,2,Y,0,18,3,4,80,1,7,6,3,2,1,2,2,False,True,False,False,False,False,False,False,True,False,8.325548307161398
43,No,Non-Travel,343,9,3,Life Sciences,1,1813,1,1,52,3,1,3,Single,2438.0,24978,4,Y,0,13,3,3,80,0,7,2,2,3,2,1,2,True,False,False,False,False,False,False,True,False,False,7.79934339821592
41,No,Travel_Rarely,447,5,3,Life Sciences,1,1814,2,1,85,4,2,2,Single,6870.0,15530,3,Y,0,12,3,1,80,0,11,3,1,3,2,1,2,True,False,False,False,False,False,False,False,False,False,8.835064935031076
41,No,Travel_Rarely,796,4,1,Marketing,1,1815,3,0,81,3,3,3,Divorced,10447.0,26458,0,Y,1,13,3,4,80,1,23,3,4,22,14,13,5,False,True,False,False,False,False,False,False,True,False,9.254165851516213
30,No,Travel_Rarely,1092,10,3,Medical,1,1816,1,0,64,3,3,3,Single,9667.0,2739,9,Y,0,14,3,2,80,0,9,3,3,7,7,0,2,True,False,False,False,False,True,False,False,False,False,9.176576741823373
26,Yes,Travel_Rarely,920,20,2,Medical,1,1818,4,0,69,3,1,2,Married,2148.0,6889,0,Y,1,11,3,3,80,0,6,3,3,5,1,1,4,False,False,True,False,False,False,False,False,False,False,7.67275789664251
46,Yes,Travel_Rarely,261,21,2,Medical,1,1821,4,0,66,3,2,2,Married,8926.0,10842,4,Y,0,22,4,4,80,1,13,2,4,9,7,3,7,True,False,False,False,False,False,False,False,False,False,9.096835671179361
40,No,Travel_Rarely,1194,1,3,Life Sciences,1,1822,3,0,52,3,2,4,Divorced,6513.0,9060,4,Y,0,17,3,4,80,1,12,3,3,5,3,0,3,True,False,False,False,False,False,False,False,False,False,8.781708985836179
34,No,Travel_Rarely,810,8,2,Technical Degree,1,1823,2,1,92,4,2,3,Married,6799.0,22128,1,Y,0,21,4,3,80,2,10,5,3,10,8,4,8,False,True,False,False,False,False,False,False,True,False,8.824677891164198
58,No,Non-Travel,350,2,3,Medical,1,1824,2,1,52,3,4,2,Divorced,16291.0,22577,4,Y,0,22,4,4,80,1,37,0,2,16,9,14,14,False,True,False,False,True,False,False,False,False,False,9.698429468768303
35,No,Travel_Rarely,185,23,4,Medical,1,1826,2,1,91,1,1,3,Married,2705.0,9696,0,Y,0,16,3,2,80,1,6,2,4,5,4,0,3,True,False,False,True,False,False,False,False,False,False,7.903226808730733
47,No,Travel_Rarely,1001,4,3,Life Sciences,1,1827,3,0,92,2,3,2,Divorced,10333.0,19271,8,Y,1,12,3,3,80,1,28,4,3,22,11,14,10,True,False,False,False,False,True,False,False,False,False,9.24319470884713
40,No,Travel_Rarely,750,12,3,Life Sciences,1,1829,2,0,47,3,2,1,Divorced,4448.0,10748,2,Y,0,12,3,2,80,1,15,3,3,7,4,7,7,True,False,False,False,False,False,False,False,False,False,8.400434630806041
54,No,Travel_Rarely,431,7,4,Medical,1,1830,4,0,68,3,2,4,Married,6854.0,15696,4,Y,0,15,3,2,80,1,14,2,2,7,1,1,7,True,False,False,False,False,False,False,True,False,False,8.832733591996416
31,No,Travel_Frequently,1125,7,4,Marketing,1,1833,1,0,68,3,3,1,Married,9637.0,8277,2,Y,0,14,3,4,80,2,9,3,3,3,2,2,2,False,True,False,False,False,False,False,False,True,False,9.173468897200278
28,No,Travel_Rarely,1217,1,3,Medical,1,1834,3,0,67,3,1,1,Married,3591.0,12719,1,Y,0,25,4,3,80,1,3,3,3,3,2,1,2,True,False,False,False,False,False,False,True,False,False,8.18646442942209
38,No,Travel_Rarely,723,2,4,Marketing,1,1835,2,0,77,1,2,4,Married,5405.0,4244,2,Y,1,20,4,1,80,2,20,4,2,4,2,0,3,False,True,False,False,False,False,False,False,False,True,8.595264726836392
26,No,Travel_Rarely,572,10,3,Medical,1,1836,3,1,46,3,2,4,Single,4684.0,9125,1,Y,0,13,3,1,80,0,5,4,3,5,3,1,2,False,True,False,False,False,False,False,False,True,False,8.452121194672523
58,No,Travel_Frequently,1216,15,4,Life Sciences,1,1837,1,1,87,3,4,3,Married,15787.0,21624,2,Y,1,14,3,2,80,0,23,3,3,2,2,2,2,True,False,False,False,False,False,True,False,False,False,9.667005436782738
18,No,Non-Travel,1431,14,3,Medical,1,1839,2,0,33,3,1,3,Single,1514.0,8018,1,Y,0,16,3,3,80,0,0,4,1,0,0,0,0,True,False,False,False,False,False,False,True,False,False,7.323170717943469
31,Yes,Travel_Rarely,359,18,5,Human Resources,1,1842,4,1,89,4,1,1,Married,2956.0,21495,0,Y,0,17,3,3,80,0,2,4,3,1,0,0,0,False,False,True,False,False,False,False,False,False,False,7.9919305198524775
29,Yes,Travel_Rarely,350,13,3,Human Resources,1,1844,1,1,56,2,1,1,Divorced,2335.0,3157,4,Y,1,15,3,4,80,3,4,3,3,2,2,2,0,False,False,True,False,False,False,False,False,False,False,7.756195343948118
45,No,Non-Travel,589,2,4,Life Sciences,1,1845,3,0,67,3,2,3,Married,5154.0,19665,4,Y,0,22,4,2,80,2,10,3,4,8,7,5,7,False,True,False,False,False,False,False,False,True,False,8.54772239645106
36,No,Travel_Rarely,430,2,4,Other,1,1847,4,0,73,3,2,2,Married,6962.0,19573,4,Y,1,22,4,4,80,1,15,2,3,1,0,0,0,True,False,False,False,False,False,False,True,False,False,8.848365694942547
43,No,Travel_Frequently,1422,2,4,Life Sciences,1,1849,1,1,92,3,2,4,Married,5675.0,19246,1,Y,0,20,4,3,80,1,7,5,3,7,7,7,7,False,True,False,False,False,False,False,False,True,False,8.644002038279933
27,No,Travel_Frequently,1297,5,2,Life Sciences,1,1850,4,0,53,3,1,4,Single,2379.0,19826,0,Y,1,14,3,3,80,0,6,3,2,5,4,0,2,True,False,False,True,False,False,False,False,False,False,7.77485576666552
29,No,Travel_Frequently,574,20,1,Medical,1,1852,4,1,40,3,1,4,Married,3812.0,7003,1,Y,0,13,3,2,80,0,11,3,4,11,8,3,10,True,False,False,True,False,False,False,False,False,False,8.246171559857563
32,No,Travel_Frequently,1318,10,4,Marketing,1,1853,4,1,79,3,2,4,Single,4648.0,26075,8,Y,0,13,3,3,80,0,4,2,4,0,0,0,0,False,True,False,False,False,False,False,False,True,False,8.444407421690585
42,No,Non-Travel,355,10,4,Technical Degree,1,1854,3,1,38,3,1,3,Married,2936.0,6161,3,Y,0,22,4,2,80,2,10,1,2,6,3,3,3,True,False,False,False,False,False,False,True,False,False,7.98514393119862
47,No,Travel_Rarely,207,9,4,Life Sciences,1,1856,2,0,64,3,1,3,Single,2105.0,5411,4,Y,0,12,3,3,80,0,7,2,3,2,2,2,0,True,False,False,True,False,False,False,False,False,False,7.652545692693921
46,No,Travel_Rarely,706,2,2,Life Sciences,1,1857,4,1,82,3,3,4,Divorced,8578.0,19989,3,Y,0,14,3,3,80,1,12,4,2,9,8,4,7,True,False,False,False,False,True,False,False,False,False,9.057072635572965
28,No,Non-Travel,280,1,2,Life Sciences,1,1858,3,1,43,3,1,4,Divorced,2706.0,10494,1,Y,0,15,3,2,80,1,3,2,3,3,2,2,2,False,False,True,False,False,False,False,False,False,False,7.903596289614301
29,No,Travel_Rarely,726,29,1,Life Sciences,1,1859,4,1,93,1,2,3,Divorced,6384.0,21143,8,Y,0,17,3,4,80,2,11,3,3,7,0,1,6,True,False,False,False,False,False,False,False,False,False,8.76170676846664
42,No,Travel_Rarely,1142,8,3,Life Sciences,1,1860,4,1,81,3,1,3,Single,3968.0,13624,4,Y,0,13,3,4,80,0,8,3,3,0,0,0,0,True,False,False,True,False,False,False,False,False,False,8.286269452783065
32,Yes,Travel_Rarely,414,2,4,Marketing,1,1862,3,1,82,2,2,2,Single,9907.0,26186,7,Y,1,12,3,3,80,0,7,3,2,2,2,2,2,False,True,False,False,False,False,False,False,True,False,9.20109779060925
46,No,Travel_Rarely,1319,3,3,Technical Degree,1,1863,1,0,45,4,4,1,Divorced,13225.0,7739,2,Y,0,12,3,4,80,1,25,5,3,19,17,2,8,False,True,False,False,False,False,False,False,True,False,9.489939868234607
27,No,Travel_Rarely,728,23,1,Medical,1,1864,2,0,36,2,2,3,Married,3540.0,7018,1,Y,0,21,4,4,80,1,9,5,3,9,8,5,8,False,True,False,False,False,False,False,False,False,True,8.172164452111904
29,No,Travel_Rarely,352,6,1,Medical,1,1865,4,1,87,2,1,2,Married,2804.0,15434,1,Y,0,11,3,4,80,0,1,3,3,1,0,0,0,False,False,True,False,False,False,False,False,False,False,7.9391588179567965
43,No,Travel_Rarely,823,6,3,Medical,1,1866,1,0,81,2,5,3,Married,19392.0,22539,7,Y,0,13,3,4,80,0,21,2,3,16,12,6,14,True,False,False,False,True,False,False,False,False,False,9.872667455196241
48,No,Travel_Rarely,1224,10,3,Life Sciences,1,1867,4,1,91,2,5,2,Married,19626.31,13583,4,Y,0,12,3,4,80,0,29,3,3,22,10,12,9,True,False,False,False,False,False,True,False,False,False,9.884677242730053
29,Yes,Travel_Frequently,459,24,2,Life Sciences,1,1868,4,1,73,2,1,4,Single,2439.0,14753,1,Y,1,24,4,2,80,0,1,3,2,1,0,1,0,True,False,False,False,False,False,False,True,False,False,7.799753318287247
46,Yes,Travel_Rarely,1254,10,3,Life Sciences,1,1869,3,0,64,3,3,2,Married,7314.0,14011,5,Y,0,21,4,3,80,3,14,2,3,8,7,0,7,False,True,False,False,False,False,False,False,True,False,8.897682313454224
27,No,Travel_Frequently,1131,15,3,Life Sciences,1,1870,4,0,77,2,1,1,Married,4774.0,23844,0,Y,0,19,3,4,80,1,8,2,2,7,6,7,3,True,False,False,False,False,False,False,True,False,False,8.471149252914831
39,No,Travel_Rarely,835,19,4,Other,1,1871,4,1,41,3,2,4,Divorced,3902.0,5141,8,Y,0,14,3,2,80,3,7,2,3,2,2,2,2,True,False,False,False,False,False,False,True,False,False,8.269500767180615
55,No,Travel_Rarely,836,2,4,Technical Degree,1,1873,2,1,98,2,1,4,Married,2662.0,7975,8,Y,0,20,4,2,80,1,19,2,4,5,2,0,4,True,False,False,False,False,False,False,True,False,False,7.887208585813932
28,No,Travel_Rarely,1172,3,3,Medical,1,1875,2,0,78,3,1,2,Married,2856.0,3692,1,Y,0,19,3,4,80,1,1,3,3,1,0,0,0,False,True,False,False,False,False,False,False,False,True,7.957527402230773
30,Yes,Travel_Rarely,945,9,3,Medical,1,1876,2,1,89,3,1,4,Single,1382.46,16019,1,Y,0,13,3,3,80,0,1,3,2,1,0,0,0,False,True,False,False,False,False,False,False,False,True,7.23234288662976
